Country or Area,Year(s),Variant,Value
Morocco,2015,No change,34803.322
Morocco,2015,Momentum,34803.322
Mozambique,2015,Medium,28010.691
Mozambique,2015,High,28010.691
Mozambique,2015,Low,28010.691
Mozambique,2015,Constant fertility,28010.691
Mozambique,2015,Instant replacement,28010.691
Mozambique,2015,Zero migration,28010.691
Mozambique,2015,Constant mortality,28010.691
Mozambique,2015,No change,28010.691
Mozambique,2015,Momentum,28010.691
Myanmar,2015,Medium,52403.669
Myanmar,2015,High,52403.669
Myanmar,2015,Low,52403.669
Myanmar,2015,Constant fertility,52403.669
Myanmar,2015,Instant replacement,52403.669
Myanmar,2015,Zero migration,52403.669
Myanmar,2015,Constant mortality,52403.669
Myanmar,2015,No change,52403.669
Myanmar,2015,Momentum,52403.669
Namibia,2015,Medium,2425.561
Namibia,2015,High,2425.561
Namibia,2015,Low,2425.561
Namibia,2015,Constant fertility,2425.561
Namibia,2015,Instant replacement,2425.561
Namibia,2015,Zero migration,2425.561
Namibia,2015,Constant mortality,2425.561
Namibia,2015,No change,2425.561
Namibia,2015,Momentum,2425.561
Nauru,2015,Medium,11.26
Nauru,2015,High,11.26
Nauru,2015,Low,11.26
Nauru,2015,Constant fertility,11.26
Nauru,2015,Instant replacement,11.26
Nauru,2015,Zero migration,11.26
Nauru,2015,Constant mortality,11.26
Nauru,2015,No change,11.26
Nauru,2015,Momentum,11.26
Nepal,2015,Medium,28656.282
Nepal,2015,High,28656.282
Nepal,2015,Low,28656.282
Nepal,2015,Constant fertility,28656.282
Nepal,2015,Instant replacement,28656.282
Nepal,2015,Zero migration,28656.282
Nepal,2015,Constant mortality,28656.282
Nepal,2015,No change,28656.282
Nepal,2015,Momentum,28656.282
Netherlands,2015,Medium,16938.499
Netherlands,2015,High,16938.499
Netherlands,2015,Low,16938.499
Netherlands,2015,Constant fertility,16938.499
Netherlands,2015,Instant replacement,16938.499
Netherlands,2015,Zero migration,16938.499
Netherlands,2015,Constant mortality,16938.499
Netherlands,2015,No change,16938.499
Netherlands,2015,Momentum,16938.499
New Caledonia,2015,Medium,269.091
New Caledonia,2015,High,269.091
New Caledonia,2015,Low,269.091
New Caledonia,2015,Constant fertility,269.091
New Caledonia,2015,Instant replacement,269.091
New Caledonia,2015,Zero migration,269.091
New Caledonia,2015,Constant mortality,269.091
New Caledonia,2015,No change,269.091
New Caledonia,2015,Momentum,269.091
New Zealand,2015,Medium,4614.532
New Zealand,2015,High,4614.532
New Zealand,2015,Low,4614.532
New Zealand,2015,Constant fertility,4614.532
New Zealand,2015,Instant replacement,4614.532
New Zealand,2015,Zero migration,4614.532
New Zealand,2015,Constant mortality,4614.532
New Zealand,2015,No change,4614.532
New Zealand,2015,Momentum,4614.532
Nicaragua,2015,Medium,6082.035
Nicaragua,2015,High,6082.035
Nicaragua,2015,Low,6082.035
Nicaragua,2015,Constant fertility,6082.035
Nicaragua,2015,Instant replacement,6082.035
Nicaragua,2015,Zero migration,6082.035
Nicaragua,2015,Constant mortality,6082.035
Nicaragua,2015,No change,6082.035
Nicaragua,2015,Momentum,6082.035
Niger,2015,Medium,19896.965
Niger,2015,High,19896.965
Niger,2015,Low,19896.965
Niger,2015,Constant fertility,19896.965
Niger,2015,Instant replacement,19896.965
Niger,2015,Zero migration,19896.965
Niger,2015,Constant mortality,19896.965
Niger,2015,No change,19896.965
Niger,2015,Momentum,19896.965
Nigeria,2015,Medium,181181.744
Nigeria,2015,High,181181.744
Nigeria,2015,Low,181181.744
Nigeria,2015,Constant fertility,181181.744
Nigeria,2015,Instant replacement,181181.744
Nigeria,2015,Zero migration,181181.744
Nigeria,2015,Constant mortality,181181.744
Nigeria,2015,No change,181181.744
Nigeria,2015,Momentum,181181.744
Niue,2015,Medium,1.629
Niue,2015,High,1.629
Niue,2015,Low,1.629
Niue,2015,Constant fertility,1.629
Niue,2015,Instant replacement,1.629
Niue,2015,Zero migration,1.629
Niue,2015,Constant mortality,1.629
Niue,2015,No change,1.629
Niue,2015,Momentum,1.629
Northern Africa,2015,Medium,225135.657
Northern Africa,2015,High,225135.657
Northern Africa,2015,Low,225135.657
Northern Africa,2015,Constant fertility,225135.657
Northern Africa,2015,Instant replacement,225135.657
Northern Africa,2015,Zero migration,225135.657
Northern Africa,2015,Constant mortality,225135.657
Northern Africa,2015,No change,225135.657
Northern Africa,2015,Momentum,225135.657
Northern America,2015,Medium,356003.541
Northern America,2015,High,356003.541
Northern America,2015,Low,356003.541
Northern America,2015,Constant fertility,356003.541
Northern America,2015,Instant replacement,356003.541
Northern America,2015,Zero migration,356003.541
Northern America,2015,Constant mortality,356003.541
Northern America,2015,No change,356003.541
Northern America,2015,Momentum,356003.541
Northern Europe,2015,Medium,103097.292
Northern Europe,2015,High,103097.292
Northern Europe,2015,Low,103097.292
Northern Europe,2015,Constant fertility,103097.292
Northern Europe,2015,Instant replacement,103097.292
Northern Europe,2015,Zero migration,103097.292
Northern Europe,2015,Constant mortality,103097.292
Northern Europe,2015,No change,103097.292
Northern Europe,2015,Momentum,103097.292
Northern Mariana Islands,2015,Medium,54.816
Northern Mariana Islands,2015,High,54.816
Northern Mariana Islands,2015,Low,54.816
Northern Mariana Islands,2015,Constant fertility,54.816
Northern Mariana Islands,2015,Instant replacement,54.816
Northern Mariana Islands,2015,Zero migration,54.816
Northern Mariana Islands,2015,Constant mortality,54.816
Northern Mariana Islands,2015,No change,54.816
Northern Mariana Islands,2015,Momentum,54.816
Norway,2015,Medium,5199.836
Norway,2015,High,5199.836
Norway,2015,Low,5199.836
Norway,2015,Constant fertility,5199.836
Norway,2015,Instant replacement,5199.836
Norway,2015,Zero migration,5199.836
Norway,2015,Constant mortality,5199.836
Norway,2015,No change,5199.836
Norway,2015,Momentum,5199.836
Oceania,2015,Medium,39542.98
Oceania,2015,High,39542.98
Oceania,2015,Low,39542.98
Oceania,2015,Constant fertility,39542.98
Oceania,2015,Instant replacement,39542.98
Oceania,2015,Zero migration,39542.98
Oceania,2015,Constant mortality,39542.98
Oceania,2015,No change,39542.98
Oceania,2015,Momentum,39542.98
Oman,2015,Medium,4199.81
Oman,2015,High,4199.81
Oman,2015,Low,4199.81
Oman,2015,Constant fertility,4199.81
Oman,2015,Instant replacement,4199.81
Oman,2015,Zero migration,4199.81
Oman,2015,Constant mortality,4199.81
Oman,2015,No change,4199.81
Oman,2015,Momentum,4199.81
Pakistan,2015,Medium,189380.513
Pakistan,2015,High,189380.513
Pakistan,2015,Low,189380.513
Pakistan,2015,Constant fertility,189380.513
Pakistan,2015,Instant replacement,189380.513
Pakistan,2015,Zero migration,189380.513
Pakistan,2015,Constant mortality,189380.513
Pakistan,2015,No change,189380.513
Pakistan,2015,Momentum,189380.513
Palau,2015,Medium,21.288
Palau,2015,High,21.288
Palau,2015,Low,21.288
Palau,2015,Constant fertility,21.288
Palau,2015,Instant replacement,21.288
Palau,2015,Zero migration,21.288
Palau,2015,Constant mortality,21.288
Palau,2015,No change,21.288
Palau,2015,Momentum,21.288
Panama,2015,Medium,3969.249
Panama,2015,High,3969.249
Panama,2015,Low,3969.249
Panama,2015,Constant fertility,3969.249
Panama,2015,Instant replacement,3969.249
Panama,2015,Zero migration,3969.249
Panama,2015,Constant mortality,3969.249
Panama,2015,No change,3969.249
Panama,2015,Momentum,3969.249
Papua New Guinea,2015,Medium,7919.825
Papua New Guinea,2015,High,7919.825
Papua New Guinea,2015,Low,7919.825
Papua New Guinea,2015,Constant fertility,7919.825
Papua New Guinea,2015,Instant replacement,7919.825
Papua New Guinea,2015,Zero migration,7919.825
Papua New Guinea,2015,Constant mortality,7919.825
Papua New Guinea,2015,No change,7919.825
Papua New Guinea,2015,Momentum,7919.825
Paraguay,2015,Medium,6639.119
Paraguay,2015,High,6639.119
Paraguay,2015,Low,6639.119
Paraguay,2015,Constant fertility,6639.119
Paraguay,2015,Instant replacement,6639.119
Paraguay,2015,Zero migration,6639.119
Paraguay,2015,Constant mortality,6639.119
Paraguay,2015,No change,6639.119
Paraguay,2015,Momentum,6639.119
Peru,2015,Medium,31376.671
Peru,2015,High,31376.671
Peru,2015,Low,31376.671
Peru,2015,Constant fertility,31376.671
Peru,2015,Instant replacement,31376.671
Peru,2015,Zero migration,31376.671
Peru,2015,Constant mortality,31376.671
Peru,2015,No change,31376.671
Peru,2015,Momentum,31376.671
Philippines,2015,Medium,101716.359
Philippines,2015,High,101716.359
Philippines,2015,Low,101716.359
Philippines,2015,Constant fertility,101716.359
Philippines,2015,Instant replacement,101716.359
Philippines,2015,Zero migration,101716.359
Philippines,2015,Constant mortality,101716.359
Philippines,2015,No change,101716.359
Philippines,2015,Momentum,101716.359
Poland,2015,Medium,38265.226
Poland,2015,High,38265.226
Poland,2015,Low,38265.226
Poland,2015,Constant fertility,38265.226
Poland,2015,Instant replacement,38265.226
Poland,2015,Zero migration,38265.226
Poland,2015,Constant mortality,38265.226
Poland,2015,No change,38265.226
Poland,2015,Momentum,38265.226
Polynesia,2015,Medium,676.747
Polynesia,2015,High,676.747
Polynesia,2015,Low,676.747
Polynesia,2015,Constant fertility,676.747
Polynesia,2015,Instant replacement,676.747
Polynesia,2015,Zero migration,676.747
Polynesia,2015,Constant mortality,676.747
Polynesia,2015,No change,676.747
Polynesia,2015,Momentum,676.747
Portugal,2015,Medium,10418.473
Portugal,2015,High,10418.473
Portugal,2015,Low,10418.473
Portugal,2015,Constant fertility,10418.473
Portugal,2015,Instant replacement,10418.473
Portugal,2015,Zero migration,10418.473
Portugal,2015,Constant mortality,10418.473
Portugal,2015,No change,10418.473
Portugal,2015,Momentum,10418.473
Puerto Rico,2015,Medium,3673.728
Puerto Rico,2015,High,3673.728
Puerto Rico,2015,Low,3673.728
Puerto Rico,2015,Constant fertility,3673.728
Puerto Rico,2015,Instant replacement,3673.728
Puerto Rico,2015,Zero migration,3673.728
Puerto Rico,2015,Constant mortality,3673.728
Puerto Rico,2015,No change,3673.728
Puerto Rico,2015,Momentum,3673.728
Qatar,2015,Medium,2481.539
Qatar,2015,High,2481.539
Qatar,2015,Low,2481.539
Qatar,2015,Constant fertility,2481.539
Qatar,2015,Instant replacement,2481.539
Qatar,2015,Zero migration,2481.539
Qatar,2015,Constant mortality,2481.539
Qatar,2015,No change,2481.539
Qatar,2015,Momentum,2481.539
South Korea,2015,Medium,50593.662
South Korea,2015,High,50593.662
South Korea,2015,Low,50593.662
South Korea,2015,Constant fertility,50593.662
South Korea,2015,Instant replacement,50593.662
South Korea,2015,Zero migration,50593.662
South Korea,2015,Constant mortality,50593.662
South Korea,2015,No change,50593.662
South Korea,2015,Momentum,50593.662
Republic of Moldova,2015,Medium,4065.98
Republic of Moldova,2015,High,4065.98
Republic of Moldova,2015,Low,4065.98
Republic of Moldova,2015,Constant fertility,4065.98
Republic of Moldova,2015,Instant replacement,4065.98
Republic of Moldova,2015,Zero migration,4065.98
Republic of Moldova,2015,Constant mortality,4065.98
Republic of Moldova,2015,No change,4065.98
Republic of Moldova,2015,Momentum,4065.98
Réunion,2015,Medium,863.363
Réunion,2015,High,863.363
Réunion,2015,Low,863.363
Réunion,2015,Constant fertility,863.363
Réunion,2015,Instant replacement,863.363
Réunion,2015,Zero migration,863.363
Réunion,2015,Constant mortality,863.363
Réunion,2015,No change,863.363
Réunion,2015,Momentum,863.363
Romania,2015,Medium,19876.621
Romania,2015,High,19876.621
Romania,2015,Low,19876.621
Romania,2015,Constant fertility,19876.621
Romania,2015,Instant replacement,19876.621
Romania,2015,Zero migration,19876.621
Romania,2015,Constant mortality,19876.621
Romania,2015,No change,19876.621
Romania,2015,Momentum,19876.621
Russia,2015,Medium,143888.004
Russia,2015,High,143888.004
Russia,2015,Low,143888.004
Russia,2015,Constant fertility,143888.004
Russia,2015,Instant replacement,143888.004
Russia,2015,Zero migration,143888.004
Russia,2015,Constant mortality,143888.004
Russia,2015,No change,143888.004
Russia,2015,Momentum,143888.004
Rwanda,2015,Medium,11629.553
Rwanda,2015,High,11629.553
Rwanda,2015,Low,11629.553
Rwanda,2015,Constant fertility,11629.553
Rwanda,2015,Instant replacement,11629.553
Rwanda,2015,Zero migration,11629.553
Rwanda,2015,Constant mortality,11629.553
Rwanda,2015,No change,11629.553
Rwanda,2015,Momentum,11629.553
Saint Helena,2015,Medium,4.034
Saint Helena,2015,High,4.034
Saint Helena,2015,Low,4.034
Saint Helena,2015,Constant fertility,4.034
Saint Helena,2015,Instant replacement,4.034
Saint Helena,2015,Zero migration,4.034
Saint Helena,2015,Constant mortality,4.034
Saint Helena,2015,No change,4.034
Saint Helena,2015,Momentum,4.034
Saint Kitts and Nevis,2015,Medium,54.288
Saint Kitts and Nevis,2015,High,54.288
Saint Kitts and Nevis,2015,Low,54.288
Saint Kitts and Nevis,2015,Constant fertility,54.288
Saint Kitts and Nevis,2015,Instant replacement,54.288
Saint Kitts and Nevis,2015,Zero migration,54.288
Saint Kitts and Nevis,2015,Constant mortality,54.288
Saint Kitts and Nevis,2015,No change,54.288
Saint Kitts and Nevis,2015,Momentum,54.288
Saint Lucia,2015,Medium,177.206
Saint Lucia,2015,High,177.206
Saint Lucia,2015,Low,177.206
Saint Lucia,2015,Constant fertility,177.206
Saint Lucia,2015,Instant replacement,177.206
Saint Lucia,2015,Zero migration,177.206
Saint Lucia,2015,Constant mortality,177.206
Saint Lucia,2015,No change,177.206
Saint Lucia,2015,Momentum,177.206
Saint Pierre and Miquelon,2015,Medium,6.29
Saint Pierre and Miquelon,2015,High,6.29
Saint Pierre and Miquelon,2015,Low,6.29
Saint Pierre and Miquelon,2015,Constant fertility,6.29
Saint Pierre and Miquelon,2015,Instant replacement,6.29
Saint Pierre and Miquelon,2015,Zero migration,6.29
Saint Pierre and Miquelon,2015,Constant mortality,6.29
Saint Pierre and Miquelon,2015,No change,6.29
Saint Pierre and Miquelon,2015,Momentum,6.29
Saint Vincent and the Grenadines,2015,Medium,109.455
Saint Vincent and the Grenadines,2015,High,109.455
Saint Vincent and the Grenadines,2015,Low,109.455
Saint Vincent and the Grenadines,2015,Constant fertility,109.455
Saint Vincent and the Grenadines,2015,Instant replacement,109.455
Saint Vincent and the Grenadines,2015,Zero migration,109.455
Saint Vincent and the Grenadines,2015,Constant mortality,109.455
Saint Vincent and the Grenadines,2015,No change,109.455
Saint Vincent and the Grenadines,2015,Momentum,109.455
Samoa,2015,Medium,193.759
Samoa,2015,High,193.759
Samoa,2015,Low,193.759
Samoa,2015,Constant fertility,193.759
Samoa,2015,Instant replacement,193.759
Samoa,2015,Zero migration,193.759
Samoa,2015,Constant mortality,193.759
Samoa,2015,No change,193.759
Samoa,2015,Momentum,193.759
San Marino,2015,Medium,32.96
San Marino,2015,High,32.96
San Marino,2015,Low,32.96
San Marino,2015,Constant fertility,32.96
San Marino,2015,Instant replacement,32.96
San Marino,2015,Zero migration,32.96
San Marino,2015,Constant mortality,32.96
San Marino,2015,No change,32.96
San Marino,2015,Momentum,32.96
Sao Tome and Principe,2015,Medium,195.553
Sao Tome and Principe,2015,High,195.553
Sao Tome and Principe,2015,Low,195.553
Sao Tome and Principe,2015,Constant fertility,195.553
Sao Tome and Principe,2015,Instant replacement,195.553
Sao Tome and Principe,2015,Zero migration,195.553
Sao Tome and Principe,2015,Constant mortality,195.553
Sao Tome and Principe,2015,No change,195.553
Sao Tome and Principe,2015,Momentum,195.553
Saudi Arabia,2015,Medium,31557.144
Saudi Arabia,2015,High,31557.144
Saudi Arabia,2015,Low,31557.144
Saudi Arabia,2015,Constant fertility,31557.144
Saudi Arabia,2015,Instant replacement,31557.144
Saudi Arabia,2015,Zero migration,31557.144
Saudi Arabia,2015,Constant mortality,31557.144
Saudi Arabia,2015,No change,31557.144
Saudi Arabia,2015,Momentum,31557.144
Senegal,2015,Medium,14976.994
Senegal,2015,High,14976.994
Senegal,2015,Low,14976.994
Senegal,2015,Constant fertility,14976.994
Senegal,2015,Instant replacement,14976.994
Senegal,2015,Zero migration,14976.994
Senegal,2015,Constant mortality,14976.994
Senegal,2015,No change,14976.994
Senegal,2015,Momentum,14976.994
Serbia,2015,Medium,8851.28
Serbia,2015,High,8851.28
Serbia,2015,Low,8851.28
Serbia,2015,Constant fertility,8851.28
Serbia,2015,Instant replacement,8851.28
Serbia,2015,Zero migration,8851.28
Serbia,2015,Constant mortality,8851.28
Serbia,2015,No change,8851.28
Serbia,2015,Momentum,8851.28
Seychelles,2015,Medium,93.742
Seychelles,2015,High,93.742
Seychelles,2015,Low,93.742
Seychelles,2015,Constant fertility,93.742
Seychelles,2015,Instant replacement,93.742
Seychelles,2015,Zero migration,93.742
Seychelles,2015,Constant mortality,93.742
Seychelles,2015,No change,93.742
Seychelles,2015,Momentum,93.742
Sierra Leone,2015,Medium,7237.025
Sierra Leone,2015,High,7237.025
Sierra Leone,2015,Low,7237.025
Sierra Leone,2015,Constant fertility,7237.025
Sierra Leone,2015,Instant replacement,7237.025
Sierra Leone,2015,Zero migration,7237.025
Sierra Leone,2015,Constant mortality,7237.025
Sierra Leone,2015,No change,7237.025
Sierra Leone,2015,Momentum,7237.025
Singapore,2015,Medium,5535.262
Singapore,2015,High,5535.262
Singapore,2015,Low,5535.262
Singapore,2015,Constant fertility,5535.262
Singapore,2015,Instant replacement,5535.262
Singapore,2015,Zero migration,5535.262
Singapore,2015,Constant mortality,5535.262
Singapore,2015,No change,5535.262
Singapore,2015,Momentum,5535.262
Sint Maarten (Dutch part),2015,Medium,38.75
Sint Maarten (Dutch part),2015,High,38.75
Sint Maarten (Dutch part),2015,Low,38.75
Sint Maarten (Dutch part),2015,Constant fertility,38.75
Sint Maarten (Dutch part),2015,Instant replacement,38.75
Sint Maarten (Dutch part),2015,Zero migration,38.75
Sint Maarten (Dutch part),2015,Constant mortality,38.75
Sint Maarten (Dutch part),2015,No change,38.75
Sint Maarten (Dutch part),2015,Momentum,38.75
Slovakia,2015,Medium,5439.318
Slovakia,2015,High,5439.318
Slovakia,2015,Low,5439.318
Slovakia,2015,Constant fertility,5439.318
Slovakia,2015,Instant replacement,5439.318
Slovakia,2015,Zero migration,5439.318
Slovakia,2015,Constant mortality,5439.318
Slovakia,2015,No change,5439.318
Slovakia,2015,Momentum,5439.318
Slovenia,2015,Medium,2074.788
Slovenia,2015,High,2074.788
Slovenia,2015,Low,2074.788
Slovenia,2015,Constant fertility,2074.788
Slovenia,2015,Instant replacement,2074.788
Slovenia,2015,Zero migration,2074.788
Slovenia,2015,Constant mortality,2074.788
Slovenia,2015,No change,2074.788
Slovenia,2015,Momentum,2074.788
Solomon Islands,2015,Medium,587.482
Solomon Islands,2015,High,587.482
Solomon Islands,2015,Low,587.482
Solomon Islands,2015,Constant fertility,587.482
Solomon Islands,2015,Instant replacement,587.482
Solomon Islands,2015,Zero migration,587.482
Solomon Islands,2015,Constant mortality,587.482
Solomon Islands,2015,No change,587.482
Solomon Islands,2015,Momentum,587.482
Somalia,2015,Medium,13908.129
Somalia,2015,High,13908.129
Somalia,2015,Low,13908.129
Somalia,2015,Constant fertility,13908.129
Somalia,2015,Instant replacement,13908.129
Somalia,2015,Zero migration,13908.129
Somalia,2015,Constant mortality,13908.129
Somalia,2015,No change,13908.129
Somalia,2015,Momentum,13908.129
South Africa,2015,Medium,55291.225
South Africa,2015,High,55291.225
South Africa,2015,Low,55291.225
South Africa,2015,Constant fertility,55291.225
South Africa,2015,Instant replacement,55291.225
South Africa,2015,Zero migration,55291.225
South Africa,2015,Constant mortality,55291.225
South Africa,2015,No change,55291.225
South Africa,2015,Momentum,55291.225
South America,2015,Medium,416436.111
South America,2015,High,416436.111
South America,2015,Low,416436.111
South America,2015,Constant fertility,416436.111
South America,2015,Instant replacement,416436.111
South America,2015,Zero migration,416436.111
South America,2015,Constant mortality,416436.111
South America,2015,No change,416436.111
South America,2015,Momentum,416436.111
South Sudan,2015,Medium,11882.136
South Sudan,2015,High,11882.136
South Sudan,2015,Low,11882.136
South Sudan,2015,Constant fertility,11882.136
South Sudan,2015,Instant replacement,11882.136
South Sudan,2015,Zero migration,11882.136
South Sudan,2015,Constant mortality,11882.136
South Sudan,2015,No change,11882.136
South Sudan,2015,Momentum,11882.136
South-Central Asia,2015,Medium,1892013.476
South-Central Asia,2015,High,1892013.476
South-Central Asia,2015,Low,1892013.476
South-Central Asia,2015,Constant fertility,1892013.476
South-Central Asia,2015,Instant replacement,1892013.476
South-Central Asia,2015,Zero migration,1892013.476
South-Central Asia,2015,Constant mortality,1892013.476
South-Central Asia,2015,No change,1892013.476
South-Central Asia,2015,Momentum,1892013.476
South-Eastern Asia,2015,Medium,634609.846
South-Eastern Asia,2015,High,634609.846
South-Eastern Asia,2015,Low,634609.846
South-Eastern Asia,2015,Constant fertility,634609.846
South-Eastern Asia,2015,Instant replacement,634609.846
South-Eastern Asia,2015,Zero migration,634609.846
South-Eastern Asia,2015,Constant mortality,634609.846
South-Eastern Asia,2015,No change,634609.846
South-Eastern Asia,2015,Momentum,634609.846
Southern Africa,2015,Medium,63419.639
Southern Africa,2015,High,63419.639
Southern Africa,2015,Low,63419.639
Southern Africa,2015,Constant fertility,63419.639
Southern Africa,2015,Instant replacement,63419.639
Southern Africa,2015,Zero migration,63419.639
Southern Africa,2015,Constant mortality,63419.639
Southern Africa,2015,No change,63419.639
Southern Africa,2015,Momentum,63419.639
Southern Asia,2015,Medium,1823308.471
Southern Asia,2015,High,1823308.471
Southern Asia,2015,Low,1823308.471
Southern Asia,2015,Constant fertility,1823308.471
Southern Asia,2015,Instant replacement,1823308.471
Southern Asia,2015,Zero migration,1823308.471
Southern Asia,2015,Constant mortality,1823308.471
Southern Asia,2015,No change,1823308.471
Southern Asia,2015,Momentum,1823308.471
Southern Europe,2015,Medium,152440.653
Southern Europe,2015,High,152440.653
Southern Europe,2015,Low,152440.653
Southern Europe,2015,Constant fertility,152440.653
Southern Europe,2015,Instant replacement,152440.653
Southern Europe,2015,Zero migration,152440.653
Southern Europe,2015,Constant mortality,152440.653
Southern Europe,2015,No change,152440.653
Southern Europe,2015,Momentum,152440.653
Spain,2015,Medium,46397.664
Spain,2015,High,46397.664
Spain,2015,Low,46397.664
Spain,2015,Constant fertility,46397.664
Spain,2015,Instant replacement,46397.664
Spain,2015,Zero migration,46397.664
Spain,2015,Constant mortality,46397.664
Spain,2015,No change,46397.664
Spain,2015,Momentum,46397.664
Sri Lanka,2015,Medium,20714.04
Sri Lanka,2015,High,20714.04
Sri Lanka,2015,Low,20714.04
Sri Lanka,2015,Constant fertility,20714.04
Sri Lanka,2015,Instant replacement,20714.04
Sri Lanka,2015,Zero migration,20714.04
Sri Lanka,2015,Constant mortality,20714.04
Sri Lanka,2015,No change,20714.04
Sri Lanka,2015,Momentum,20714.04
State of Palestine,2015,Medium,4662.884
State of Palestine,2015,High,4662.884
State of Palestine,2015,Low,4662.884
State of Palestine,2015,Constant fertility,4662.884
State of Palestine,2015,Instant replacement,4662.884
State of Palestine,2015,Zero migration,4662.884
State of Palestine,2015,Constant mortality,4662.884
State of Palestine,2015,No change,4662.884
State of Palestine,2015,Momentum,4662.884
Sub-Saharan Africa,2015,Medium,969234.251
Sub-Saharan Africa,2015,High,969234.251
Sub-Saharan Africa,2015,Low,969234.251
Sub-Saharan Africa,2015,Constant fertility,969234.251
Sub-Saharan Africa,2015,Instant replacement,969234.251
Sub-Saharan Africa,2015,Zero migration,969234.251
Sub-Saharan Africa,2015,Constant mortality,969234.251
Sub-Saharan Africa,2015,No change,969234.251
Sub-Saharan Africa,2015,Momentum,969234.251
Sudan,2015,Medium,38647.803
Sudan,2015,High,38647.803
Sudan,2015,Low,38647.803
Sudan,2015,Constant fertility,38647.803
Sudan,2015,Instant replacement,38647.803
Sudan,2015,Zero migration,38647.803
Sudan,2015,Constant mortality,38647.803
Sudan,2015,No change,38647.803
Sudan,2015,Momentum,38647.803
Suriname,2015,Medium,553.208
Suriname,2015,High,553.208
Suriname,2015,Low,553.208
Suriname,2015,Constant fertility,553.208
Suriname,2015,Instant replacement,553.208
Suriname,2015,Zero migration,553.208
Suriname,2015,Constant mortality,553.208
Suriname,2015,No change,553.208
Suriname,2015,Momentum,553.208
Swaziland,2015,Medium,1319.011
Swaziland,2015,High,1319.011
Swaziland,2015,Low,1319.011
Swaziland,2015,Constant fertility,1319.011
Swaziland,2015,Instant replacement,1319.011
Swaziland,2015,Zero migration,1319.011
Swaziland,2015,Constant mortality,1319.011
Swaziland,2015,No change,1319.011
Swaziland,2015,Momentum,1319.011
Sweden,2015,Medium,9763.565
Sweden,2015,High,9763.565
Sweden,2015,Low,9763.565
Sweden,2015,Constant fertility,9763.565
Sweden,2015,Instant replacement,9763.565
Sweden,2015,Zero migration,9763.565
Sweden,2015,Constant mortality,9763.565
Sweden,2015,No change,9763.565
Sweden,2015,Momentum,9763.565
Switzerland,2015,Medium,8319.769
Switzerland,2015,High,8319.769
Switzerland,2015,Low,8319.769
Switzerland,2015,Constant fertility,8319.769
Switzerland,2015,Instant replacement,8319.769
Switzerland,2015,Zero migration,8319.769
Switzerland,2015,Constant mortality,8319.769
Switzerland,2015,No change,8319.769
Switzerland,2015,Momentum,8319.769
Syria,2015,Medium,18734.987
Syria,2015,High,18734.987
Syria,2015,Low,18734.987
Syria,2015,Constant fertility,18734.987
Syria,2015,Instant replacement,18734.987
Syria,2015,Zero migration,18734.987
Syria,2015,Constant mortality,18734.987
Syria,2015,No change,18734.987
Syria,2015,Momentum,18734.987
Tajikistan,2015,Medium,8548.651
Tajikistan,2015,High,8548.651
Tajikistan,2015,Low,8548.651
Tajikistan,2015,Constant fertility,8548.651
Tajikistan,2015,Instant replacement,8548.651
Tajikistan,2015,Zero migration,8548.651
Tajikistan,2015,Constant mortality,8548.651
Tajikistan,2015,No change,8548.651
Tajikistan,2015,Momentum,8548.651
TFYR Macedonia,2015,Medium,2079.308
TFYR Macedonia,2015,High,2079.308
TFYR Macedonia,2015,Low,2079.308
TFYR Macedonia,2015,Constant fertility,2079.308
TFYR Macedonia,2015,Instant replacement,2079.308
TFYR Macedonia,2015,Zero migration,2079.308
TFYR Macedonia,2015,Constant mortality,2079.308
TFYR Macedonia,2015,No change,2079.308
TFYR Macedonia,2015,Momentum,2079.308
Thailand,2015,Medium,68657.6
Thailand,2015,High,68657.6
Thailand,2015,Low,68657.6
Thailand,2015,Constant fertility,68657.6
Thailand,2015,Instant replacement,68657.6
Thailand,2015,Zero migration,68657.6
Thailand,2015,Constant mortality,68657.6
Thailand,2015,No change,68657.6
Thailand,2015,Momentum,68657.6
Timor-Leste,2015,Medium,1240.977
Timor-Leste,2015,High,1240.977
Timor-Leste,2015,Low,1240.977
Timor-Leste,2015,Constant fertility,1240.977
Timor-Leste,2015,Instant replacement,1240.977
Timor-Leste,2015,Zero migration,1240.977
Timor-Leste,2015,Constant mortality,1240.977
Timor-Leste,2015,No change,1240.977
Timor-Leste,2015,Momentum,1240.977
Togo,2015,Medium,7416.802
Togo,2015,High,7416.802
Togo,2015,Low,7416.802
Togo,2015,Constant fertility,7416.802
Togo,2015,Instant replacement,7416.802
Togo,2015,Zero migration,7416.802
Togo,2015,Constant mortality,7416.802
Togo,2015,No change,7416.802
Togo,2015,Momentum,7416.802
Tokelau,2015,Medium,1.252
Tokelau,2015,High,1.252
Tokelau,2015,Low,1.252
Tokelau,2015,Constant fertility,1.252
Tokelau,2015,Instant replacement,1.252
Tokelau,2015,Zero migration,1.252
Tokelau,2015,Constant mortality,1.252
Tokelau,2015,No change,1.252
Tokelau,2015,Momentum,1.252
Tonga,2015,Medium,106.364
Tonga,2015,High,106.364
Tonga,2015,Low,106.364
Tonga,2015,Constant fertility,106.364
Tonga,2015,Instant replacement,106.364
Tonga,2015,Zero migration,106.364
Tonga,2015,Constant mortality,106.364
Tonga,2015,No change,106.364
Tonga,2015,Momentum,106.364
